run,temp,temp2,prec,prec2
501,.0100235,-.0003497,6.99e-06,-5.41e-09
502,.0202083,-.0007201,6.02e-06,-2.35e-09
503,.0123711,-.0005127,1.12e-06,-1.94e-09
504,.0097376,-.000442,5.36e-06,-3.16e-09
505,.0149471,-.0006023,.0000102,-3.67e-09
506,.0143032,-.0006027,6.69e-06,-2.48e-09
507,.0134607,-.0005835,.0000163,-5.60e-09
508,.0127438,-.0005509,.0000327,-9.53e-09
509,.0089482,-.0004615,.0000138,-5.14e-09
510,.0140328,-.0005255,.0000194,-6.68e-09
511,.0147314,-.0005799,-1.64e-06,-1.84e-09
512,.0128857,-.0005218,-2.37e-06,-1.43e-09
513,.009185,-.0004659,.0000103,-3.68e-09
514,.0115259,-.0004282,8.67e-06,-4.65e-09
515,.0164136,-.000561,1.31e-06,-3.53e-09
516,.00772,-.0004026,-7.11e-06,1.01e-09
517,.0090029,-.0004644,6.71e-06,-3.71e-09
518,.0130603,-.0005717,5.60e-06,-4.01e-09
519,.0123586,-.0005164,.0000216,-4.82e-09
520,.0091258,-.000443,.0000296,-6.64e-09
521,.0147295,-.0006084,-1.46e-06,-3.46e-10
522,.0180441,-.0006855,.0000134,-5.36e-09
523,.0118465,-.0005348,.0000193,-4.65e-09
524,.0175395,-.0004944,.0000201,-7.04e-09
525,.0155318,-.000579,6.95e-06,-1.68e-09
526,.0160096,-.000483,.0000132,-2.88e-09
527,.0059965,-.0003805,.0000277,-7.87e-09
528,.0084794,-.0004921,.0000167,-3.48e-09
529,.0081213,-.0003428,7.57e-06,-1.06e-09
530,.018281,-.0005426,.0000197,-7.44e-09
531,.0116359,-.0004377,.0000142,-4.58e-09
532,.0131901,-.0004681,.0000261,-6.77e-09
533,.0132714,-.00052,9.45e-06,-3.94e-09
534,.0133454,-.0005583,5.23e-06,-3.61e-09
535,.0084153,-.0005016,.0000125,-4.07e-09
536,.0163385,-.0005666,.0000209,-6.81e-09
537,.0047867,-.0002819,.0000173,-5.67e-09
538,.0102212,-.0005334,.0000136,-5.54e-09
539,.0177645,-.0006249,.0000122,-4.48e-09
540,.0030866,-.000176,.0000142,-3.33e-09
541,.012119,-.0004516,.0000331,-1.06e-08
542,.0234662,-.0007202,.0000149,-5.78e-09
543,.0179923,-.0007006,.0000114,-3.35e-09
544,.0150409,-.0005727,.000035,-9.47e-09
545,.0151124,-.0005887,.0000254,-7.63e-09
546,.0130512,-.0004463,.0000192,-5.75e-09
547,.0090933,-.0004491,.0000238,-6.81e-09
548,.0136957,-.0005039,.0000102,-4.35e-09
549,.0118836,-.000452,.0000194,-6.14e-09
550,.010622,-.0003692,.0000263,-8.87e-09
551,.0103786,-.0003989,.0000127,-4.35e-09
552,.0125268,-.0004027,.000021,-8.57e-09
553,.0101498,-.0004769,.0000108,-3.80e-09
554,.0231343,-.0008771,7.48e-06,-2.96e-09
555,.013036,-.0004236,.0000176,-7.58e-09
556,.0146346,-.0005908,.0000305,-8.82e-09
557,.0199176,-.0006604,.0000155,-5.43e-09
558,.0153586,-.0005333,.0000319,-8.32e-09
559,.0199646,-.0006749,-6.59e-06,5.19e-11
560,.0166651,-.0006317,.000026,-1.02e-08
561,.0124318,-.0004768,.0000349,-9.09e-09
562,.0140499,-.0004732,.0000132,-5.39e-09
563,.0155943,-.0005757,.0000181,-5.90e-09
564,.0181134,-.0006047,.0000175,-5.22e-09
565,.0199389,-.0006765,.0000177,-5.85e-09
566,.0153386,-.0004318,.0000183,-5.47e-09
567,.0102078,-.0004669,.0000114,-3.84e-09
568,.0174283,-.0006227,.0000249,-6.76e-09
569,.0146839,-.0005665,.0000142,-4.79e-09
570,.0126633,-.0004452,.0000152,-3.91e-09
571,.0171936,-.0005367,.0000176,-5.69e-09
572,.0107655,-.0004396,4.55e-06,-1.13e-09
573,.0161288,-.0005666,.0000307,-9.10e-09
574,.0108602,-.0004132,.0000268,-7.45e-09
575,.0136551,-.0006198,.0000297,-6.65e-09
576,.0173326,-.000566,5.31e-06,-4.45e-09
577,.0100568,-.000466,-6.21e-06,8.98e-10
578,.0130707,-.0004508,.0000199,-6.01e-09
579,.0097876,-.0004226,.0000247,-6.29e-09
580,.0140558,-.000616,.0000208,-6.46e-09
581,.0165391,-.0003965,3.85e-06,-3.30e-09
582,.0075611,-.0004421,.0000133,-3.24e-09
583,.0187371,-.000707,.0000187,-4.93e-09
584,.0110824,-.0003261,2.48e-06,-2.85e-09
585,.0124421,-.0004057,.000025,-6.92e-09
586,.0134403,-.0004794,.0000244,-7.46e-09
587,.0119996,-.0004008,.0000154,-4.68e-09
588,.0149489,-.0005749,.0000138,-6.04e-09
589,.0207782,-.0007392,3.12e-06,-2.17e-09
590,.0136111,-.00044,-4.11e-06,3.99e-10
591,.0115945,-.0004867,.0000201,-6.56e-09
592,.0104671,-.0004217,.0000117,-4.46e-09
593,.0130657,-.0004877,.000024,-7.09e-09
594,.014704,-.0006425,.0000128,-4.03e-09
595,.0208082,-.0007296,.0000129,-3.87e-09
596,.0181775,-.0006093,.0000197,-5.79e-09
597,.01046,-.0003744,8.80e-06,-3.58e-09
598,.0161535,-.000522,4.37e-06,-1.23e-09
599,.0110882,-.000455,.0000142,-5.63e-09
600,.0174202,-.0006444,.0000186,-4.78e-09
601,.0091562,-.0003987,7.23e-06,-3.31e-09
602,.011761,-.0005004,.0000132,-3.78e-09
603,.0185988,-.0007058,.0000324,-7.31e-09
604,.0188323,-.0005165,.0000207,-7.81e-09
605,.0154288,-.0005617,.0000205,-5.78e-09
606,.014647,-.0005386,-1.94e-07,-2.81e-09
607,.0094391,-.0004199,.0000207,-6.13e-09
608,.009869,-.0004304,.000013,-5.37e-09
609,.0160642,-.0005902,5.15e-06,-3.17e-09
610,.010393,-.0004827,.0000151,-4.98e-09
611,.0136837,-.0004496,.0000128,-3.42e-09
612,.0113116,-.0003955,6.32e-06,-2.66e-09
613,.0153922,-.0005627,.0000311,-9.10e-09
614,.0125819,-.0005632,.0000249,-6.60e-09
615,.0126745,-.0004086,.0000123,-3.91e-09
616,.0132622,-.0005459,9.71e-06,-4.56e-09
617,.0108453,-.0004402,.000012,-3.90e-09
618,.0107535,-.0004159,.0000106,-4.18e-09
619,.011661,-.0004974,5.54e-06,-3.05e-09
620,.0094869,-.0003514,-2.46e-07,-2.74e-09
621,.0139488,-.0005199,.000015,-2.51e-09
622,.0071566,-.0003642,.0000209,-4.93e-09
623,.0143275,-.0004844,1.87e-06,-2.44e-09
624,.0125736,-.0004763,.0000194,-4.84e-09
625,.0140906,-.0004478,7.05e-06,-3.31e-09
626,.0119449,-.0003993,.0000213,-6.93e-09
627,.0165671,-.0004855,1.59e-06,-2.11e-09
628,.0104875,-.0004674,1.44e-06,-9.08e-10
629,.0121988,-.0005173,.0000142,-5.65e-09
630,.0092332,-.0003926,5.16e-06,-1.13e-09
631,.0109167,-.0004515,9.82e-06,-4.20e-09
632,.0106108,-.000554,.0000118,-3.17e-09
633,.0100373,-.0003651,.0000274,-8.72e-09
634,.00674,-.0002192,.000025,-7.20e-09
635,.0108073,-.0004411,.0000183,-5.80e-09
636,.0118295,-.0004409,.000016,-5.59e-09
637,.0155622,-.0005478,-2.75e-06,-9.96e-10
638,.0144665,-.0006479,.0000203,-4.21e-09
639,.01072,-.0005341,.0000246,-7.46e-09
640,.0164088,-.0006263,4.35e-06,-4.98e-09
641,.0134204,-.0004283,-2.29e-06,-1.04e-09
642,.0139269,-.0005284,.0000163,-6.76e-09
643,.0127555,-.0005316,.0000121,-2.64e-09
644,.017263,-.0006046,.0000114,-4.53e-09
645,.0125679,-.0003537,9.32e-07,-3.27e-09
646,.0081713,-.0004764,.0000158,-5.09e-09
647,.0194426,-.0006598,.0000284,-8.29e-09
648,.0149912,-.0005417,6.48e-06,-3.52e-09
649,.0099717,-.000434,.0000254,-8.56e-09
650,.0163902,-.0005831,.0000154,-6.06e-09
651,.0134087,-.0005166,-.0000101,9.95e-10
652,.0112075,-.0004265,.000028,-7.58e-09
653,.0093861,-.000316,4.91e-06,-4.74e-09
654,.0138627,-.0004334,3.84e-09,-1.31e-09
655,.0110208,-.0004306,.0000198,-6.34e-09
656,.0149149,-.0005864,6.61e-06,-2.95e-09
657,.0111591,-.0003884,7.44e-06,-3.78e-09
658,.0105927,-.0004447,-5.76e-06,-4.05e-10
659,.011895,-.000511,.0000233,-6.12e-09
660,.0157965,-.0005074,.0000196,-6.21e-09
661,.0092197,-.0003958,.0000114,-4.45e-09
662,.0072178,-.0002993,.0000252,-5.40e-09
663,.0148429,-.0005434,.0000328,-9.82e-09
664,.0152201,-.0004673,.0000234,-5.09e-09
665,.011934,-.0004526,4.75e-06,-4.34e-09
666,.0088124,-.0003322,9.31e-06,-2.36e-09
667,.0127134,-.000452,.0000138,-4.42e-09
668,.0122214,-.0004794,.0000113,-3.88e-09
669,.0168544,-.0005818,.0000141,-5.42e-09
670,.0115151,-.0004721,.0000149,-4.68e-09
671,.0201069,-.0007272,4.13e-06,-3.24e-09
672,.0137418,-.0005258,.000014,-3.82e-09
673,.0123474,-.0004446,4.30e-06,-3.85e-09
674,.0172652,-.0006432,3.77e-06,-2.75e-09
675,.0104116,-.0004438,.0000115,-3.76e-09
676,.0109087,-.0003594,3.99e-06,-1.89e-09
677,.0128146,-.0005085,-6.27e-06,2.18e-10
678,.013577,-.0004461,7.83e-06,-3.32e-09
679,.0118027,-.0004841,.0000106,-3.51e-09
680,.0149386,-.0006331,.0000173,-3.33e-09
681,.0079846,-.0003677,.0000206,-6.83e-09
682,.0104238,-.0004475,.0000124,-3.32e-09
683,.0160399,-.0006406,.0000368,-1.02e-08
684,.0108241,-.0004105,8.56e-06,-3.09e-09
685,.007499,-.0003897,.000013,-4.54e-09
686,.0087042,-.0003034,.0000117,-6.19e-09
687,.0114706,-.000389,.0000145,-4.48e-09
688,.0155531,-.0006082,.0000227,-7.22e-09
689,.0171009,-.0006321,.0000272,-7.99e-09
690,.0233327,-.0006974,.000011,-4.19e-09
691,.0141717,-.0005146,.0000291,-1.09e-08
692,.012731,-.000493,.0000122,-3.22e-09
693,.0073186,-.0004633,.0000213,-4.65e-09
694,.0105173,-.0004661,.0000174,-5.44e-09
695,.0129378,-.0005722,9.80e-06,-4.94e-09
696,.0195016,-.0007622,.0000178,-4.62e-09
697,.0142972,-.0005059,8.71e-06,-4.95e-09
698,.0127629,-.0004747,.0000116,-3.59e-09
699,.0128746,-.0005673,.0000112,-2.10e-09
700,.0088256,-.0003492,.0000456,-9.77e-09
701,.0150075,-.0005512,.0000145,-3.69e-09
702,.0094401,-.0004778,.0000172,-5.98e-09
703,.0178746,-.0004955,5.43e-06,-4.23e-09
704,.0279287,-.0008923,.0000284,-8.37e-09
705,.011236,-.0003824,8.57e-06,-2.43e-09
706,.0151263,-.0005681,8.99e-06,-5.06e-09
707,.0132033,-.0004332,.0000224,-7.07e-09
708,.0103973,-.0004596,.0000169,-4.79e-09
709,.0157509,-.0005709,.000023,-5.95e-09
710,.0149639,-.0004815,.0000162,-5.51e-09
711,.0092896,-.000353,.0000136,-3.82e-09
712,.0086866,-.0004255,.0000284,-7.17e-09
713,.0100554,-.0004667,.0000118,-3.69e-09
714,.0113146,-.0004049,.0000291,-8.49e-09
715,.0122195,-.0005305,.0000132,-3.99e-09
716,.0235403,-.0008879,.0000238,-6.25e-09
717,.0124943,-.0005122,6.31e-06,-1.31e-09
718,.0129204,-.0005168,6.80e-06,-2.13e-09
719,.0113929,-.0005083,.0000146,-4.29e-09
720,.0106941,-.0005107,.0000165,-5.68e-09
721,.0107719,-.0004305,-2.55e-06,-7.07e-10
722,.0174179,-.0005618,2.69e-06,-7.02e-10
723,.0136322,-.0004903,8.97e-06,-3.34e-09
724,.0144015,-.0006415,.0000189,-7.34e-09
725,.0153868,-.0005154,.0000233,-7.25e-09
726,.012486,-.0004559,.0000381,-9.65e-09
727,.0165854,-.0006075,.0000269,-7.33e-09
728,.0149316,-.0004223,.000013,-4.70e-09
729,.0082374,-.000267,.0000153,-6.39e-09
730,.0148356,-.0004702,7.29e-06,-2.18e-09
731,.0117972,-.0005676,.0000251,-5.62e-09
732,.0154583,-.0006203,.0000165,-4.94e-09
733,.0130386,-.0004354,6.78e-06,-2.48e-09
734,.0110509,-.0004722,.0000206,-6.97e-09
735,.0090325,-.0003749,.0000107,-1.84e-09
736,.0102526,-.0005537,.0000237,-5.09e-09
737,.0193219,-.0005889,.0000356,-9.31e-09
738,.0171341,-.0006143,.0000165,-6.21e-09
739,.011253,-.0005255,.0000197,-7.52e-09
740,.0146383,-.000583,-8.41e-07,-2.35e-09
741,.014651,-.0005364,.0000248,-7.52e-09
742,.0152961,-.0006162,.0000266,-7.75e-09
743,.0034775,-.0003383,.0000175,-5.56e-09
744,.0088277,-.0002876,.0000498,-1.43e-08
745,.0136891,-.0004977,.0000218,-7.35e-09
746,.0085209,-.0003249,.0000201,-7.40e-09
747,.0197684,-.0006468,9.07e-06,-4.65e-09
748,.0136004,-.0004988,9.46e-06,-3.00e-09
749,.0124523,-.0003961,.0000249,-6.19e-09
750,.0120785,-.0004073,-5.57e-06,1.07e-09
751,.0121109,-.0004983,.0000199,-4.17e-09
752,.013706,-.0005285,.0000186,-3.55e-09
753,.0113372,-.0005251,.0000127,-4.00e-09
754,.0131501,-.0006323,.0000128,-3.47e-09
755,.0133057,-.0005283,5.72e-06,-3.67e-09
756,.0099912,-.0003601,4.38e-06,-1.87e-09
757,.0140599,-.0005291,.0000167,-4.89e-09
758,.0068194,-.0003198,4.38e-06,-2.55e-09
759,.0084852,-.0003703,.0000103,-5.35e-09
760,.0144428,-.0005265,.0000304,-7.02e-09
761,.0105088,-.0004622,.0000186,-3.42e-09
762,.0081002,-.000361,.0000265,-7.79e-09
763,.0153718,-.0006094,9.31e-06,-3.08e-09
764,.0122777,-.0003978,.0000175,-5.50e-09
765,.0172034,-.0005516,.0000357,-9.28e-09
766,.0137821,-.0004968,.0000165,-6.10e-09
767,.0131076,-.0004696,6.80e-06,-2.25e-09
768,.0140998,-.0005233,4.18e-06,-2.67e-09
769,.0065589,-.0003652,3.49e-06,-6.30e-10
770,.0114119,-.0004592,-2.19e-06,-2.60e-09
771,.0116523,-.0005015,.0000367,-1.18e-08
772,.010072,-.0004837,.00002,-7.11e-09
773,.0091447,-.0004361,.0000199,-3.47e-09
774,.0177144,-.0005357,9.86e-06,-3.66e-09
775,.0122451,-.0003827,.000014,-3.98e-09
776,.0134736,-.0005872,1.09e-06,-1.72e-09
777,.0117828,-.0005067,.0000112,-3.36e-09
778,.0186456,-.0005852,-4.38e-07,-2.79e-09
779,.0129899,-.0005575,5.18e-06,-2.83e-09
780,.0070649,-.0003404,.0000321,-9.22e-09
781,.0207634,-.0007183,.000017,-5.40e-09
782,.0072251,-.0003623,.0000224,-6.54e-09
783,.0139116,-.0005707,.00002,-5.56e-09
784,.0101656,-.0003884,4.51e-06,-1.79e-09
785,.0147691,-.0004956,6.67e-06,-3.77e-09
786,.0155698,-.0005848,.0000192,-5.35e-09
787,.0173354,-.0006662,6.71e-06,-3.02e-09
788,.0095614,-.0004054,.0000173,-3.38e-09
789,.0171415,-.0005866,.0000126,-4.33e-09
790,.0216118,-.0008233,9.90e-06,-3.55e-09
791,.0148555,-.000428,.0000108,-4.21e-09
792,.0198905,-.0006868,.0000108,-2.99e-09
793,.0148178,-.00047,5.58e-06,-3.06e-09
794,.0088285,-.0003859,.0000335,-7.13e-09
795,.0087676,-.0003278,.0000129,-4.49e-09
796,.0143845,-.0004811,.0000271,-8.75e-09
797,.0122227,-.0004278,1.60e-06,-2.25e-09
798,.0093813,-.0002952,.0000115,-5.75e-09
799,.0091932,-.0003262,-5.17e-06,-8.34e-10
800,.0043425,-.0001931,.0000205,-7.54e-09
801,.0095569,-.0004188,.0000201,-5.10e-09
802,.0151333,-.0004633,.0000179,-8.23e-09
803,.0121565,-.0005439,.0000286,-1.26e-08
804,.026103,-.0007789,5.24e-06,-4.15e-09
805,.0105301,-.000453,.0000137,-3.94e-09
806,.0127478,-.0006092,7.15e-06,-3.73e-09
807,.0133564,-.0005273,.0000225,-6.53e-09
808,.0164937,-.0005521,.0000112,-4.54e-09
809,.012721,-.0004611,-2.22e-06,9.65e-10
810,.0128631,-.0004305,7.16e-06,-3.75e-09
811,.0132153,-.0005201,-2.92e-06,-1.74e-09
812,.0108238,-.0004465,.0000118,-2.46e-09
813,.0065479,-.000209,.0000167,-5.53e-09
814,.0130004,-.0005541,.0000156,-5.61e-09
815,.0121359,-.0003492,.0000251,-7.38e-09
816,.0128094,-.0004425,7.12e-06,-2.01e-09
817,.0110181,-.0005451,-1.98e-06,-4.46e-10
818,.0093267,-.0004243,6.12e-06,-2.55e-09
819,.0117094,-.0004017,.0000208,-5.84e-09
820,.0109604,-.000482,-6.77e-07,-3.23e-09
821,.0171172,-.0006001,7.66e-06,-3.25e-09
822,.012727,-.0005748,.0000145,-4.75e-09
823,.0138182,-.0004648,-4.96e-06,9.60e-10
824,.013714,-.0006014,.0000116,-5.34e-09
825,.0130629,-.0005771,9.88e-06,-3.98e-09
826,.0137879,-.0004799,-4.77e-06,-9.06e-10
827,.012877,-.0005979,.0000137,-3.98e-09
828,.0132749,-.0005415,8.32e-06,-3.32e-09
829,.0110545,-.0005018,6.00e-06,-3.78e-09
830,.0144956,-.0005096,-4.97e-06,-3.32e-10
831,.0206356,-.000707,.0000243,-5.54e-09
832,.0091892,-.0003544,.0000166,-6.72e-09
833,.0094202,-.0003484,.0000245,-6.90e-09
834,.010033,-.0003323,.0000134,-4.86e-09
835,.0072853,-.000273,.0000245,-8.08e-09
836,.0169663,-.0006983,.0000273,-7.76e-09
837,.0168895,-.0005957,3.41e-06,-2.14e-09
838,.0105533,-.0005524,.0000287,-7.85e-09
839,.0059876,-.0002868,.0000145,-3.83e-09
840,.0073764,-.0004136,.0000254,-9.64e-09
841,.0138158,-.0004049,4.77e-06,-2.81e-09
842,.0081142,-.0002513,.0000315,-9.90e-09
843,.0150204,-.0006756,.0000197,-5.55e-09
844,.0156153,-.0005759,.0000164,-4.60e-09
845,.0110468,-.0003738,.0000183,-5.37e-09
846,.0145103,-.0004806,.0000294,-8.59e-09
847,.0143716,-.000457,1.43e-06,-2.00e-09
848,.0086564,-.0003422,.0000423,-1.39e-08
849,.0063378,-.0003182,.0000216,-6.12e-09
850,.0135725,-.0004881,.0000254,-7.74e-09
851,.0141609,-.0005923,.0000253,-7.01e-09
852,.0143231,-.0005148,8.86e-06,-3.83e-09
853,.0147146,-.0004914,.0000107,-2.38e-09
854,.0138773,-.000567,1.83e-06,-3.29e-09
855,.0133001,-.0005762,.0000222,-7.24e-09
856,.0160946,-.0005547,-7.74e-06,1.02e-09
857,.0116887,-.0004656,.0000234,-7.15e-09
858,.009264,-.0003726,.0000335,-8.93e-09
859,.0134457,-.0004578,.0000296,-8.84e-09
860,.0159046,-.0005893,.0000204,-6.04e-09
861,.015227,-.000554,-1.61e-07,1.13e-09
862,.0153144,-.0005721,3.81e-06,-3.73e-09
863,.0088144,-.0004047,.0000259,-6.20e-09
864,.0121805,-.0004735,.0000201,-5.13e-09
865,.0118312,-.0004608,5.57e-06,-2.22e-09
866,.0067638,-.0003115,7.27e-06,-2.86e-09
867,.0133787,-.000538,.0000147,-4.62e-09
868,.0183405,-.000571,5.33e-06,-1.36e-09
869,.0113581,-.0004084,1.96e-06,-3.31e-09
870,.0040817,-.0001887,.000013,-3.64e-09
871,.0102372,-.0004941,2.91e-06,-2.54e-09
872,.007914,-.0004277,.0000219,-6.00e-09
873,.0111345,-.0004033,.0000221,-4.43e-09
874,.0108607,-.0005429,-2.33e-06,2.45e-09
875,.0136985,-.0005689,.000016,-3.81e-09
876,.0130647,-.0006315,.0000161,-4.58e-09
877,.0140565,-.0005507,.0000334,-1.01e-08
878,.0117461,-.0004516,.000019,-4.93e-09
879,.013395,-.0003863,.0000156,-5.12e-09
880,.0112853,-.0003554,.0000222,-5.54e-09
881,.0131469,-.0005932,.0000303,-7.56e-09
882,.0203946,-.0007397,.000028,-7.55e-09
883,.0105104,-.0005671,.0000212,-6.76e-09
884,.0093157,-.000301,.0000156,-6.04e-09
885,.0167005,-.0005865,.0000201,-8.00e-09
886,.0152132,-.0005256,4.40e-06,-1.18e-09
887,.0139876,-.0006198,.0000117,-3.29e-09
888,.0095874,-.0003833,4.46e-06,-3.38e-09
889,.0164416,-.0005246,-3.46e-06,-1.00e-09
890,.0257927,-.0007902,.0000201,-5.65e-09
891,.0129351,-.0005388,.0000283,-6.96e-09
892,.0114466,-.0005296,.000021,-7.40e-09
893,.0112694,-.0004547,-4.10e-06,-2.42e-09
894,.0142138,-.0005965,4.02e-06,-2.68e-09
895,.009986,-.000528,9.55e-06,-4.24e-09
896,.0119779,-.0004876,.0000102,-5.50e-09
897,.0067581,-.0003328,8.42e-06,-1.88e-09
898,.0119447,-.0005211,.0000234,-5.45e-09
899,.0094417,-.0003252,.0000118,-4.18e-09
900,.012133,-.0005497,.0000203,-4.95e-09
901,.0100839,-.0003688,.0000155,-4.47e-09
902,.0090323,-.0003056,.0000105,-2.74e-09
903,.0194631,-.0006235,9.18e-06,-4.97e-09
904,.0185507,-.0006205,9.44e-06,-5.08e-09
905,.0175627,-.0005471,.0000182,-5.71e-09
906,.0149806,-.0006324,.0000121,-3.88e-09
907,.0176793,-.0005873,8.14e-06,-2.91e-09
908,.0138877,-.0004868,.000017,-5.60e-09
909,.0178586,-.0005412,.0000222,-8.10e-09
910,.0124812,-.0005937,7.76e-06,-2.88e-09
911,.0106678,-.0004222,.000028,-7.19e-09
912,.0140066,-.0004971,6.14e-06,-3.11e-09
913,.0178854,-.0006336,.000022,-6.70e-09
914,.0118515,-.0004693,.0000109,-3.99e-09
915,.0094701,-.0004227,8.02e-06,-4.98e-09
916,.0142683,-.0005739,2.90e-06,-2.31e-09
917,.0115771,-.0004373,.0000118,-4.42e-09
918,.0162184,-.0006724,2.60e-06,-1.67e-09
919,.0143755,-.000622,.0000107,-3.98e-09
920,.0145977,-.0005957,.0000112,-4.25e-09
921,.0118534,-.0005124,.0000171,-4.35e-09
922,.0125241,-.0004489,.0000136,-4.34e-09
923,.0073815,-.0002765,.00001,-2.35e-09
924,.0092779,-.0003989,.0000107,-2.91e-09
925,.0119181,-.0005454,.0000173,-5.71e-09
926,.012943,-.0004697,.0000208,-6.15e-09
927,.0190466,-.0007633,.0000185,-6.52e-09
928,.0157508,-.0005462,.0000352,-9.92e-09
929,.0144752,-.0005475,.0000196,-6.24e-09
930,.0169026,-.0006127,.0000242,-8.87e-09
931,.0157666,-.000528,.0000344,-8.66e-09
932,.0125342,-.00049,.0000228,-6.72e-09
933,.0181602,-.0005153,.0000214,-6.58e-09
934,.0215079,-.0007758,4.65e-06,-3.33e-09
935,.0127406,-.0004779,.0000313,-8.72e-09
936,.0114901,-.0004255,.0000152,-3.61e-09
937,.0104027,-.0003019,.0000203,-4.22e-09
938,.0090693,-.0003069,3.17e-06,-2.64e-09
939,.0167645,-.0006464,.0000226,-6.74e-09
940,.0119882,-.0004772,.000013,-2.20e-09
941,.0100843,-.0003767,.0000331,-7.44e-09
942,.0139383,-.000651,.0000106,-2.53e-09
943,.0117106,-.0004258,7.89e-06,-4.03e-09
944,.0117436,-.0004201,.0000176,-5.10e-09
945,.0099189,-.0004505,9.60e-06,-2.70e-09
946,.0129519,-.0004065,.0000157,-4.88e-09
947,.0178842,-.0006525,7.56e-06,-3.91e-09
948,.0178391,-.0007065,4.99e-06,-1.82e-09
949,.0155897,-.0006343,4.84e-06,-6.20e-09
950,.0114369,-.0005516,.0000303,-8.21e-09
951,.0096317,-.000317,7.69e-06,-1.19e-09
952,.0187217,-.0006081,.0000237,-6.66e-09
953,.0130287,-.000508,6.84e-06,-3.97e-09
954,.017751,-.000653,.0000114,-4.23e-09
955,.0159842,-.00056,7.00e-06,-2.82e-09
956,.0083417,-.0003608,.0000289,-7.42e-09
957,.0154189,-.0004473,.0000118,-4.75e-09
958,.0144014,-.0005164,.0000283,-7.80e-09
959,.0160447,-.0006403,9.00e-06,-3.37e-09
960,.0127531,-.0005255,.0000181,-4.85e-09
961,.013861,-.0005066,.0000164,-4.55e-09
962,.0083639,-.0003993,.0000219,-5.80e-09
963,.0082404,-.0003247,.0000123,-4.87e-09
964,.0107384,-.0003891,-1.12e-07,-2.63e-09
965,.0081574,-.0005373,2.59e-06,-4.30e-10
966,.0146142,-.0005323,.0000368,-1.07e-08
967,.0064425,-.0003377,2.02e-06,-2.16e-09
968,.0083778,-.0003704,.0000216,-7.63e-09
969,.0165585,-.0004849,.0000218,-8.50e-09
970,.0048935,-.0002675,.0000221,-6.24e-09
971,.0121771,-.0004023,.0000188,-6.08e-09
972,.0193122,-.0006642,7.72e-06,-3.86e-09
973,.0115805,-.0004698,-.0000116,5.42e-10
974,.0147121,-.0005302,.0000159,-6.12e-09
975,.0094572,-.000306,-2.92e-06,-1.38e-09
976,.0095987,-.0004961,.0000137,-4.26e-09
977,.0088553,-.0003621,.0000157,-4.69e-09
978,.0107184,-.000497,.0000179,-5.43e-09
979,.0143546,-.0005174,-5.99e-07,-2.65e-09
980,.0133086,-.0004637,9.85e-06,-1.46e-10
981,.00915,-.000458,.0000251,-7.40e-09
982,.0209675,-.0006962,-8.56e-06,4.02e-10
983,.0172913,-.000504,6.91e-06,-2.10e-09
984,.0122858,-.0004698,.0000163,-4.01e-09
985,.0189233,-.0007249,.0000252,-4.95e-09
986,.0177399,-.0005267,.0000196,-5.85e-09
987,.0109628,-.0002886,.0000101,-4.85e-09
988,.009201,-.0004021,.0000296,-9.33e-09
989,.0102292,-.0004134,.0000201,-4.24e-09
990,.0202799,-.0007339,.000023,-6.80e-09
991,.0105553,-.00052,6.94e-06,-3.25e-09
992,.0120156,-.0005275,.0000199,-5.66e-09
993,.0095865,-.0004442,9.90e-06,-3.70e-09
994,.0128087,-.0002838,.0000136,-5.50e-09
995,.0216571,-.0007308,4.82e-06,-2.78e-09
996,.0155133,-.0006487,.0000163,-4.38e-09
997,.0102326,-.0005666,7.48e-06,-3.56e-09
998,.0122293,-.0005518,.0000276,-8.05e-09
999,.0171904,-.0006468,.0000248,-7.05e-09
1000,.0043506,-.0002594,.0000234,-6.55e-09
