run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
250,.0096414,.0116252,-.0002159,-.000489,2.28e-06,.0000173,-9.81e-10,-5.85e-09
251,.0080279,.049149,-.0004333,-.0010835,.0000112,.0000247,-5.02e-09,-7.20e-09
252,.0122442,.0039716,-.0005454,-.0004645,.0000103,9.08e-07,-4.17e-09,-2.90e-09
253,.0041838,.0163645,-.0001948,-.000599,.00003,.0000465,-1.04e-08,-1.26e-08
254,.0086834,.0371696,-.0003767,-.0008302,-6.08e-06,.0000524,2.49e-09,-1.26e-08
255,.008679,.0664352,-.0003824,-.0016644,.0000155,.0000309,-5.67e-09,-7.59e-09
256,.0062544,.018796,-.0003583,-.0005881,.0000106,.0000304,-6.21e-09,-9.13e-09
257,.0024492,.0290327,-.0001238,-.0008481,-4.31e-06,.0000239,-2.17e-09,-7.57e-09
258,.0091941,.0045251,-.000367,-.0002767,-8.25e-07,.0000207,-3.05e-09,-7.66e-09
259,.0069226,.0228172,-.0002491,-.0007437,.0000131,.0000234,-5.86e-09,-5.94e-09
260,.0104025,.0047652,-.0004434,-.0005162,.0000148,.0000111,-4.83e-09,-4.08e-09
261,.0093639,.0102174,-.000444,-.0002988,.0000173,.0000385,-4.40e-09,-1.15e-08
262,.0031186,.0087485,-.0001015,-.0003117,1.46e-06,.000021,-8.53e-10,-7.91e-09
263,.0035785,.0395994,-.0000477,-.0010943,-7.99e-06,.0000342,3.19e-09,-7.31e-09
264,.0113518,.034537,-.0004088,-.0010097,-1.87e-06,.0000274,5.06e-10,-7.73e-09
265,.0166695,.0923343,-.0006909,-.0022349,.0000212,.0000298,-1.11e-08,-9.88e-09
266,.0088444,.040923,-.0003636,-.0012439,.0000308,9.20e-06,-1.02e-08,-2.65e-09
267,.0092173,.0100911,-.0003625,-.0005522,.0000182,.0000125,-6.38e-09,-4.58e-09
268,.0099566,.0132276,-.0003176,-.000639,-1.33e-06,.0000241,-1.30e-09,-4.90e-09
269,.0122,.0679259,-.0005022,-.0015896,.0000151,.000033,-4.39e-09,-1.06e-08
270,.0100527,.0237863,-.0004032,-.0007568,.0000175,.0000213,-2.88e-09,-7.40e-09
271,.0079713,.030952,-.0003544,-.0007025,-5.20e-06,.0000365,-1.15e-09,-1.15e-08
272,.0048478,.0388214,-.0001378,-.0009895,.0000155,.0000315,-8.96e-09,-9.35e-09
273,.0129048,.0179631,-.0004073,-.0007258,.0000177,-.0000128,-4.12e-09,1.18e-09
274,.0073132,.0162795,-.0002206,-.0004568,.0000144,.000038,-2.74e-09,-1.07e-08
275,.0108435,.0098239,-.0004319,-.0004731,.0000115,.0000215,-9.26e-10,-6.77e-09
276,.0072266,-.0105591,-.0001975,-.000097,-.0000116,.0000549,1.19e-09,-1.59e-08
277,.0168074,.0115677,-.0004215,-.0004072,-1.17e-06,.0000215,-3.95e-09,-8.52e-09
278,.0127264,.0218779,-.0003214,-.0006494,-.0000125,.0000471,1.40e-09,-1.28e-08
279,.009991,.0489223,-.0002613,-.0013154,-1.50e-06,9.93e-06,-3.43e-09,-4.51e-09
280,.0093008,.0418743,-.0004501,-.0010066,6.48e-07,.0000415,-9.98e-10,-1.02e-08
281,.0116293,.0750045,-.0006076,-.0016108,.0000217,.0000262,-2.55e-09,-8.60e-09
282,.008958,.0077895,-.0004727,-.0003365,.000038,.0000383,-9.38e-09,-1.04e-08
283,.0117414,.0535389,-.0004885,-.001438,-8.69e-06,.0000132,-1.74e-09,-3.36e-09
284,.0016389,-.0085472,2.33e-07,-.0000265,.0000445,.0000274,-9.51e-09,-8.38e-09
285,.01264,.0303629,-.0004451,-.0009914,3.68e-06,.0000191,-3.78e-09,-7.65e-09
286,.0195716,.0104751,-.0007707,-.0003892,.0000229,.0000213,-4.73e-09,-4.39e-09
287,.0082598,.0365809,-.000246,-.0009894,9.37e-07,.0000303,-3.29e-09,-8.18e-09
288,.0119137,.002823,-.0003351,-.0004366,.000018,.0000192,-5.31e-09,-5.94e-09
289,.0057218,.0341651,-2.17e-06,-.0008711,-8.38e-06,.0000155,2.71e-09,-4.54e-09
290,.0158991,.0289516,-.0004186,-.0007755,7.63e-06,.0000167,-1.77e-09,-6.64e-09
291,.0041499,-.0074135,-.0001208,-.0001462,8.03e-06,.0000139,-4.03e-09,-3.84e-09
292,.0068393,.0938456,-.000383,-.0022326,1.70e-06,.0000229,-2.92e-10,-6.26e-09
293,.0078814,.0206597,-.0002314,-.0007464,.0000132,.0000247,-2.41e-09,-4.15e-09
294,.0086775,.0328895,-.0000858,-.0009211,9.70e-06,9.87e-06,-8.32e-10,-5.46e-09
295,.0074785,.0441426,-.0002435,-.001146,2.22e-07,.0000101,-2.47e-09,-3.76e-09
296,.0040307,.0130827,.0000439,-.0004571,6.22e-06,.000049,1.81e-10,-1.35e-08
297,.0110297,.055225,-.0005903,-.0013598,-4.64e-06,.0000199,1.49e-09,-5.47e-09
298,.0073976,.0288041,-.0003011,-.0008271,7.96e-06,.0000151,-1.86e-09,-5.12e-09
299,.0101439,.0365636,-.0002826,-.0008337,.0000361,.0000409,-9.97e-09,-1.14e-08
300,.0147173,.0130876,-.0005365,-.0005405,-.0000238,.0000368,4.62e-09,-1.19e-08
301,.0106846,.0129263,-.0003867,-.0005133,-.0000104,.0000246,1.11e-09,-7.54e-09
302,.0094248,.0581866,-.0002876,-.0015206,8.73e-06,.0000534,-1.50e-09,-1.27e-08
303,.0107607,.0467704,-.0004477,-.0013024,.0000298,.0000255,-8.99e-09,-7.92e-09
304,.0112915,.026192,-.0005166,-.0009222,-9.33e-06,.0000222,-1.22e-09,-7.97e-09
305,.0012588,.0259134,.0000631,-.0008705,6.21e-06,1.91e-06,1.81e-11,-3.12e-09
306,.0184614,.0377022,-.0004468,-.0010919,.0000242,.0000309,-5.85e-09,-9.33e-09
307,.0134145,-.0261748,-.0004727,.0004368,5.03e-06,.0000483,6.10e-10,-1.35e-08
308,.0153086,.037894,-.0005116,-.0009743,4.84e-07,1.65e-06,-7.70e-10,-2.79e-09
309,.0082139,.0211018,-.0002739,-.0007191,4.90e-07,.0000141,-4.33e-09,-4.84e-09
310,.0126661,.0051092,-.0004288,-.0004158,-.0000267,.0000293,5.35e-09,-9.29e-09
311,.0017498,.0110231,.0001559,-.0005537,.0000137,.0000243,-6.63e-09,-6.08e-09
312,.0046215,-.0079645,-.0001283,-.0002896,.000013,7.02e-06,-7.56e-10,-1.27e-09
313,.0083278,.0179171,-.0003873,-.0005134,-.0000179,.0000315,1.66e-09,-9.73e-09
314,.0036323,.0030235,-.0000455,-.0002745,.0000134,.0000338,-5.11e-09,-1.08e-08
315,.0063074,.026327,-.000396,-.0006487,4.24e-06,.0000295,-1.25e-09,-8.31e-09
316,.0050852,.0012965,-.0001202,-.0001058,.0000105,.0000397,-2.43e-09,-9.69e-09
317,.0066079,.0097278,-.0002663,-.0004583,9.71e-06,.0000148,-4.85e-09,-5.40e-09
318,.0169437,.0573982,-.0006379,-.0015721,-.0000274,.0000315,2.05e-09,-1.08e-08
319,.0123796,.0227677,-.0002433,-.0006547,3.72e-06,.0000157,-1.92e-09,-4.59e-09
320,.0070361,.0233335,-.0003218,-.0007976,.0000168,2.93e-06,-4.82e-09,-3.27e-09
321,.0034212,.0835916,-.0002424,-.0019202,-.0000139,.0000579,3.09e-09,-1.30e-08
322,.0152829,.0511158,-.0004368,-.0013104,2.26e-06,.0000112,-2.98e-09,-5.97e-09
323,.0129479,.0587902,-.0005385,-.0013204,-.000015,.0000424,2.24e-09,-1.10e-08
324,.0066514,.0296524,-.0002343,-.0007735,-9.36e-06,.0000191,3.30e-09,-6.67e-09
325,.0077353,.0171196,-.0002902,-.000688,8.17e-06,.0000409,-2.93e-09,-1.18e-08
326,.0075937,.0694768,-.0002718,-.0018355,-4.96e-07,.0000181,-1.16e-09,-5.33e-09
327,-.0001373,.0492636,-.0001394,-.0011085,8.63e-06,.0000415,-5.18e-09,-1.22e-08
328,.0148995,.0206155,-.0004292,-.0006623,.0000168,.0000306,-2.43e-09,-8.02e-09
329,.0100143,.0386501,-.000285,-.0010157,.0000156,.000044,-3.11e-09,-1.07e-08
330,.0100793,.0037307,-.0005219,-.000297,.0000193,.0000224,-4.19e-09,-5.96e-09
331,.0073989,.0454296,-.0002465,-.0012125,1.73e-06,.0000588,-4.49e-10,-1.50e-08
332,.0043299,.0300516,-.0001992,-.0007535,-4.04e-06,.0000471,-1.07e-09,-1.42e-08
333,.015677,.0597179,-.0006377,-.0015668,.0000118,.0000326,-4.78e-09,-9.10e-09
334,.0180172,.0275279,-.0005079,-.0009447,-.000017,.0000246,2.07e-09,-5.17e-09
335,.0143515,.1050561,-.000622,-.0024136,-.0000188,.0000596,4.76e-09,-1.64e-08
336,.0056375,.0246813,-.0001829,-.0006513,.0000366,.0000271,-1.08e-08,-8.66e-09
337,.0168681,.0371938,-.0006112,-.0010638,.0000521,.0000159,-1.31e-08,-3.76e-09
338,.0192974,.0856825,-.0004876,-.0019829,-1.19e-06,.0000306,1.12e-10,-1.07e-08
339,.0101301,.0152842,-.0003617,-.0005689,.0000223,.0000109,-7.01e-09,-3.99e-09
340,.0124558,.0277143,-.0004304,-.000787,.0000224,.0000464,-5.19e-09,-1.17e-08
341,.0013771,.0113443,-.0000369,-.000313,.0000235,.0000269,-8.27e-09,-8.22e-09
342,.0152233,.0066995,-.0003696,-.0003369,9.82e-07,.0000199,-1.13e-09,-6.03e-09
343,.0077379,.0366387,-.0002943,-.0010986,-.0000154,.0000212,5.86e-09,-4.38e-09
344,.0115896,.021825,-.0003971,-.0007144,4.61e-06,.0000206,-3.25e-09,-4.26e-09
345,.004566,.0338661,-.0001897,-.0009966,.0000108,6.06e-08,-1.94e-09,-1.67e-09
346,.0083029,.0626829,-.000215,-.0013762,9.13e-06,.0000243,-4.36e-09,-7.52e-09
347,.0088599,.0224104,-.0003355,-.0008406,.0000202,-1.68e-06,-5.55e-09,-2.40e-09
348,.0079868,.0234531,-.0002362,-.0006792,.0000204,.0000223,-5.45e-09,-9.95e-09
349,.006323,.0283104,-.000135,-.0007501,8.75e-06,.0000381,-4.10e-09,-1.12e-08
350,.008206,.0126898,-.0001844,-.0005337,-3.28e-06,.0000197,-2.21e-09,-7.57e-09
351,.0118755,.0222344,-.0005485,-.0007239,-.0000112,.0000368,-2.77e-10,-1.11e-08
352,.010973,.0220777,-.0004626,-.0006712,5.24e-06,.0000231,-1.81e-09,-3.76e-09
353,.0112086,.0494568,-.0005217,-.0013518,9.53e-06,.00004,-2.41e-09,-1.06e-08
354,.0005117,.0015246,-.0001764,-.0000376,-7.08e-06,.0000532,-2.21e-09,-1.28e-08
355,.0082931,.046137,-.000372,-.0011586,.0000197,.0000329,-6.07e-09,-9.45e-09
356,.0088563,.0155882,-.0002333,-.0004032,.0000285,.0000367,-5.24e-09,-9.49e-09
357,.0083808,.0156918,-.0001491,-.0005475,.0000204,.0000461,-4.36e-09,-1.06e-08
358,.0129663,.0324824,-.0003749,-.0010082,-.0000116,.0000316,2.11e-09,-8.77e-09
359,.0039186,.0046119,-.0002468,-.0002196,.0000142,.00003,-5.73e-09,-8.97e-09
360,.0023626,.0091269,-.0002102,-.0004503,.0000372,.0000454,-7.50e-09,-1.27e-08
361,.0052428,.03697,-.0002332,-.0008672,-.0000246,.0000281,7.13e-09,-8.37e-09
362,.0036397,.0070542,-.0001303,-.0004822,.0000185,.0000127,-3.20e-09,-4.54e-09
363,.0107967,.0342817,-.0004134,-.0008709,7.09e-06,.0000343,-2.96e-09,-1.26e-08
364,.0061844,.0357491,-.0002456,-.0009793,.0000207,.000016,-6.12e-09,-4.64e-09
365,.0118585,.0323884,-.0002891,-.0008585,.0000177,.0000346,-5.64e-09,-9.03e-09
366,.0172499,.004419,-.0006411,-.000334,-2.46e-06,.0000442,-3.90e-09,-1.46e-08
367,.0060077,.0162344,-.0002248,-.0005892,-9.20e-06,.0000182,3.41e-09,-6.30e-09
368,.0069726,.0154006,-.0002464,-.000561,.0000319,.0000146,-9.14e-09,-5.03e-09
369,.0128058,.0073958,-.0004867,-.0003519,-2.42e-06,8.27e-06,-2.90e-09,-3.48e-09
370,.0096802,.024448,-.000388,-.0006163,9.74e-06,.000049,-2.90e-09,-1.43e-08
371,.0118074,.0566465,-.0003069,-.0013887,.0000206,.0000322,-8.37e-09,-8.84e-09
372,.0056669,.0101971,-.000214,-.0002608,5.45e-06,.0000551,3.50e-10,-1.47e-08
373,.0095165,.0107256,-.0003933,-.0003723,.0000296,.0000234,-8.59e-09,-7.69e-09
374,.0102916,.0101211,-.0003718,-.0003763,3.28e-06,.0000147,-2.76e-09,-6.10e-09
375,.0165217,.0420439,-.0005997,-.0012455,.000019,.000011,-6.93e-09,-4.38e-10
376,.0115064,.0205942,-.0003609,-.0005638,5.43e-06,.0000329,-2.80e-09,-9.98e-09
377,.0073513,.0079339,-.0003098,-.0003773,-.0000247,.0000254,6.68e-09,-8.20e-09
378,.0129873,.0427725,-.0003559,-.0010529,.0000205,.0000303,-8.38e-09,-9.88e-09
379,.0094812,.0304951,-.0004667,-.000938,-1.24e-06,-4.14e-06,-5.27e-09,-1.39e-09
380,.0098355,.0086654,-.0003167,-.000416,.0000302,.0000469,-9.97e-09,-1.15e-08
381,.0149724,.0455518,-.0003243,-.001233,.0000307,.0000454,-8.97e-09,-1.37e-08
382,.003323,.0313488,-.0000604,-.0009099,1.87e-06,.0000592,2.56e-10,-1.44e-08
383,.0131201,.0462018,-.0004444,-.0011739,1.80e-06,1.06e-06,-1.50e-10,-1.44e-09
384,.0101769,.0078988,-.0002833,-.0002265,9.58e-06,.0000369,-2.55e-09,-1.24e-08
385,.0100784,.0276615,-.000404,-.0009149,-.0000149,.0000238,-4.32e-10,-1.04e-08
386,.0096101,.031966,-.0004075,-.0011148,.0000163,.0000295,-4.17e-09,-7.98e-09
387,.0077864,.0308442,-.0002114,-.0007767,4.77e-06,.0000248,-2.66e-09,-9.35e-09
388,.00786,.0211708,-.0002362,-.0007114,1.47e-06,.0000152,-1.89e-09,-3.75e-09
389,.0087957,.0125052,-.0002014,-.0004524,-.0000324,9.07e-06,9.91e-09,-2.89e-09
390,.0129618,.0310532,-.0005264,-.0007723,-8.69e-07,.0000361,-7.96e-10,-1.20e-08
391,.0124096,.0511231,-.000468,-.00124,6.90e-06,.0000169,-3.35e-09,-4.69e-09
392,.0061591,.0164717,-.0000932,-.0004988,2.65e-06,.0000318,8.25e-10,-9.03e-09
393,.013711,.0414478,-.0003563,-.0011266,-.0000407,.0000418,1.60e-08,-1.16e-08
394,.0104512,-.0029385,-.0004092,-.0000828,-8.81e-06,.000022,1.68e-09,-6.31e-09
395,.012693,.019107,-.0003213,-.0005331,-2.33e-06,.0000187,-2.88e-09,-7.84e-09
396,.0121839,.0185592,-.0004026,-.0006641,.0000104,.0000448,-5.38e-09,-1.08e-08
397,.0103906,.0075413,-.0002739,-.0004444,8.15e-06,.0000415,-9.99e-10,-1.00e-08
398,.0019563,.0245025,-.0001844,-.0005491,1.46e-06,.0000403,-2.04e-09,-9.53e-09
399,.0087539,.0346972,-.0001996,-.0009277,.0000225,.0000187,-3.47e-09,-7.58e-09
400,.0139063,.0284568,-.0007151,-.0008211,.0000125,7.36e-06,-1.61e-09,-1.20e-09
401,.0149408,.0059496,-.0005237,-.0004522,-2.93e-06,9.92e-06,-1.51e-09,-3.45e-09
402,.0090088,.0337672,-.000374,-.0010832,.0000239,-4.04e-06,-7.37e-09,9.90e-10
403,-.0027456,.0388351,.0001002,-.0010199,.0000123,.0000243,-2.14e-09,-6.89e-09
404,.0110387,.0165457,-.000177,-.0005203,6.11e-06,.0000282,-3.62e-09,-8.00e-09
405,.0086345,.03166,-.0004058,-.0010381,-1.48e-06,.0000229,-1.38e-09,-9.97e-09
406,.0148276,.0088826,-.0006606,-.0003565,-.0000162,.0000323,1.64e-09,-6.92e-09
407,.0095217,.0041856,-.0002988,-.0002236,1.86e-06,.000041,7.42e-10,-1.48e-08
408,.0151022,.0256421,-.0005248,-.0006659,7.02e-06,.0000333,-7.82e-10,-9.97e-09
409,.0107079,.0031299,-.0003174,-.0002758,-.0000155,.0000182,2.13e-09,-6.75e-09
410,.0061041,.0333694,-.000169,-.0008001,-6.48e-08,.0000148,5.55e-10,-4.64e-09
411,.0104824,.0018538,-.0003876,-.0003326,.0000174,.0000347,-3.60e-09,-8.91e-09
412,.0055245,.0158149,-.000105,-.0006172,9.06e-06,.0000302,2.03e-09,-1.06e-08
413,.0088206,.0263019,-.0004392,-.0008612,5.96e-06,.0000158,-5.25e-09,-4.51e-09
414,.0032265,.0258941,-.0002174,-.0007069,9.60e-06,.0000348,-2.12e-09,-8.39e-09
415,.0105126,.030115,-.0005828,-.0007714,-1.73e-06,.0000393,-1.97e-10,-1.11e-08
416,.0123417,.033165,-.0005496,-.0008748,.0000135,.0000318,-6.69e-09,-9.49e-09
417,.0101865,.0098878,-.0004125,-.0003588,-.0000205,.0000293,5.64e-09,-8.45e-09
418,.0060973,.0291527,-.0003051,-.0008732,-2.45e-06,.0000402,-1.23e-10,-1.29e-08
419,.0092928,.0247533,-.0004154,-.0007008,.0000185,.0000267,-3.13e-09,-7.31e-09
420,.0104863,.0341649,-.0002963,-.0007978,-.0000174,.0000229,9.30e-10,-8.97e-09
421,.0164241,.0041434,-.0005111,-.0002471,.0000138,.0000357,-4.02e-09,-1.12e-08
422,.0098865,.0093756,-.000309,-.0006604,8.06e-06,4.11e-06,-2.36e-09,-9.67e-10
423,.0080055,.014291,-.0004212,-.000415,6.31e-06,.0000498,-2.21e-09,-1.53e-08
424,.0100255,.0322111,-.0003801,-.0010302,.0000227,.0000228,-4.39e-09,-4.97e-09
425,.0099303,.0257177,-.000323,-.0007385,.0000112,.0000381,-2.89e-09,-7.68e-09
426,.0104839,.0286907,-.0002969,-.0007649,.0000269,.0000375,-7.05e-09,-1.07e-08
427,.0038818,.0431014,-.000192,-.0012141,6.78e-06,.0000416,-1.24e-09,-1.13e-08
428,.0128925,.0012559,-.0003085,-.0001712,-.0000119,.0000112,3.39e-09,-3.76e-09
429,.0089996,.0054265,-.0003415,-.000299,-2.55e-06,.0000267,-1.96e-09,-6.30e-09
430,.0171526,.0040224,-.0004525,-.0002797,.000013,.0000524,-3.53e-09,-1.67e-08
431,.0159081,.0254252,-.0006015,-.0007236,3.84e-06,2.78e-06,-1.84e-09,-2.16e-09
432,.0133865,.0121181,-.0003178,-.0004293,.0000448,.0000158,-1.21e-08,-5.41e-09
433,.003627,.0405518,-.0001912,-.0009987,-.000013,.0000376,5.98e-09,-1.18e-08
434,.0131674,.0431802,-.0003778,-.00114,5.07e-06,.0000242,-3.37e-09,-7.47e-09
435,.0069289,.0455687,-.0003772,-.0011484,-4.45e-06,.0000149,-1.20e-09,-3.72e-09
436,.0126919,.0241796,-.0003092,-.0007756,-.0000125,.00002,5.14e-09,-5.66e-09
437,.0022931,.0462962,-.0000293,-.0011188,.0000114,.0000106,-2.76e-09,-3.65e-09
438,.0124864,.0381782,-.0003909,-.0011831,-3.93e-06,.0000189,2.88e-09,-6.91e-09
439,.004826,.0323543,-.0000824,-.0009364,6.88e-06,.0000367,-2.29e-09,-1.19e-08
440,.017372,.0168693,-.0006123,-.0004752,.0000261,.0000595,-6.66e-09,-1.69e-08
441,.0039714,.0337363,-.0002127,-.0008185,2.81e-06,.0000176,-1.95e-09,-5.76e-09
442,.0058885,.0396813,-.0001901,-.0011778,.0000147,.0000262,-4.41e-09,-5.82e-09
443,.013223,.0508447,-.0003845,-.0013175,-.0000164,.0000202,8.98e-10,-7.55e-09
444,.0136371,.0369213,-.0003052,-.0013506,-.0000143,.0000155,-8.22e-10,-5.88e-09
445,.0067689,.1070156,-.0000911,-.0024567,9.36e-06,.00005,-7.17e-10,-1.19e-08
446,.0084421,.0349796,-.0002841,-.0008491,.0000279,.0000167,-6.08e-09,-5.13e-09
447,.0092974,-.0290638,-.0001517,.0003572,-5.19e-06,.0000207,1.50e-10,-6.14e-09
448,.0149408,.0685228,-.000473,-.0017787,8.21e-06,8.15e-06,-7.80e-09,-4.79e-09
449,.0114147,.0234718,-.000391,-.0006853,.0000113,.0000329,-1.09e-09,-8.27e-09
450,.0128438,-.0058586,-.000419,-.0000958,.000022,.0000292,-5.61e-09,-7.54e-09
451,.0111279,.0002972,-.0003259,-.000169,.0000246,.0000431,-7.90e-09,-1.13e-08
452,.0179401,.0293901,-.0006615,-.0008906,.0000192,.0000234,-6.80e-09,-8.90e-09
453,.0111359,.0563713,-.0003193,-.0014944,3.98e-06,9.62e-06,-1.52e-10,-1.68e-09
454,.0127712,.031,-.000344,-.0008617,4.32e-06,.0000156,4.40e-10,-3.67e-09
455,.0096305,.0174301,-.0002606,-.0008118,-.0000106,.0000134,-1.57e-09,-4.31e-09
456,.0069831,.0154019,-.0001816,-.0005193,.0000175,.0000268,-2.61e-09,-7.58e-09
457,-.0003279,.020334,-.0000803,-.000761,4.70e-06,.0000438,3.37e-10,-1.10e-08
458,.0122796,.0434484,-.0003861,-.0011648,7.96e-06,.000027,-3.94e-09,-1.05e-08
459,.0079968,.0105103,-.0003571,-.0004003,-.0000108,.000025,4.46e-09,-7.07e-09
460,.0126322,.0060993,-.0005148,-.0004006,-4.49e-06,.0000128,-2.83e-09,-7.34e-09
461,.0087257,.033663,-.0000461,-.0009573,-6.08e-06,.0000411,-3.69e-10,-1.25e-08
462,.0168526,.0601151,-.0004694,-.0016887,.0000255,.0000119,-9.21e-09,-4.63e-09
463,.0108605,.0338208,-.0003053,-.0010688,5.90e-06,.0000198,-1.56e-09,-3.48e-09
464,.0183502,.0555463,-.0004532,-.0013996,-.0000148,.000046,2.99e-09,-1.36e-08
465,.0071615,.0343108,-.0003286,-.0009771,.0000173,.0000189,-5.88e-09,-4.37e-09
466,.0026714,.0331972,-.0000629,-.0009853,.0000141,.0000216,-2.17e-09,-7.63e-09
467,.008426,.0315011,-.0001626,-.000887,-2.17e-06,.0000114,-9.94e-10,-3.83e-09
468,.0062056,.0716847,-.000404,-.0017937,1.38e-06,.0000185,-6.61e-10,-4.87e-09
469,.0111312,.0186496,-.0003343,-.0006607,4.83e-06,.0000175,-3.83e-09,-5.21e-09
470,.0136242,.00286,-.0005057,-.0001611,-3.87e-06,.0000362,-1.17e-09,-1.14e-08
471,.0088017,.0320005,-.0002676,-.0007741,.0000166,.0000394,-4.21e-09,-1.16e-08
472,.0085548,.0163683,-.0003473,-.0005669,-6.63e-06,.000021,-2.15e-09,-6.73e-09
473,.0101749,.0158008,-.000226,-.0005623,-4.38e-06,.000012,2.72e-09,-4.06e-09
474,.0077644,.0103389,-.0002053,-.0004124,-7.65e-06,.0000436,4.68e-10,-1.02e-08
475,.0127891,.0329309,-.0004885,-.0009547,-.0000171,.0000189,2.93e-09,-5.22e-09
476,.0132529,.0216884,-.0005125,-.0007356,-4.94e-06,.0000461,2.28e-09,-1.21e-08
477,.0070885,.0308579,-.0002823,-.0008463,9.90e-06,.0000247,-5.35e-09,-6.37e-09
478,.0033784,.02476,-.0001961,-.0005768,9.08e-06,.0000322,-7.29e-09,-8.67e-09
479,.0025768,.0490845,-.0000215,-.001237,9.31e-06,.0000193,1.39e-09,-5.73e-09
480,.0029566,.0446485,.0000104,-.0011758,.0000223,.0000211,-1.89e-09,-4.79e-09
481,.0096899,-.0028423,-.0004292,-.0001841,.0000238,.0000311,-3.73e-09,-8.34e-09
482,.0212535,-.0038562,-.0008696,-.0002627,.0000108,.0000136,-2.32e-09,-3.60e-09
483,.0049996,.021149,-.0002238,-.0006751,.0000112,.0000451,-2.36e-09,-1.15e-08
484,.0156044,.0341942,-.0005919,-.0009956,-.0000166,.0000206,2.79e-09,-5.54e-09
485,.004756,.0038792,-.0001983,-.0003624,-4.11e-06,.0000371,4.88e-10,-1.05e-08
486,.0135316,.004533,-.0004871,-.0003839,-3.11e-06,4.31e-07,-5.95e-10,-1.03e-09
487,.0123235,.05648,-.0003225,-.0015069,-6.67e-06,.0000386,-1.55e-09,-1.14e-08
488,.0054295,.0240861,-.0003523,-.0006311,9.37e-06,.0000268,-2.81e-09,-6.78e-09
489,.0066507,.0216206,-.0002665,-.0006899,.0000227,.00002,-5.17e-09,-7.74e-09
490,.0058233,.0172547,-.0003297,-.000694,.0000404,.0000163,-1.08e-08,-4.52e-09
491,.0194766,.0482965,-.0007197,-.0012535,2.35e-06,.0000372,-2.82e-09,-8.40e-09
492,.009991,.0416843,-.0006016,-.0010477,.0000136,.0000306,-1.12e-09,-6.47e-09
493,.0112627,.0257959,-.0003804,-.0007814,5.80e-06,.0000571,4.40e-10,-1.62e-08
494,.011348,.0255984,-.0004222,-.0008809,-.000017,.0000525,3.32e-10,-1.30e-08
495,.0122177,.0404297,-.0006683,-.0010301,9.32e-06,.0000174,-4.07e-09,-3.77e-09
496,.0034528,.0257932,-.0001608,-.0007624,9.52e-06,.0000184,-1.68e-09,-4.80e-09
497,.0058376,.0011191,-.0002255,-.0001742,-1.81e-06,.000031,4.73e-09,-8.40e-09
498,.0110524,.0110174,-.0004997,-.0003491,-1.27e-07,.0000331,-5.57e-10,-1.15e-08
499,.0119997,.043605,-.000305,-.0011878,3.82e-06,.0000287,-2.65e-09,-1.06e-08
